Title,Genres
Sing Sing,"['Docudrama', 'Prison Drama', 'Drama']"
The Whale,"['Epic', 'Psychological Drama', 'Tragedy', 'Drama']"
The Naked Gun: From the Files of Police Squad!,"['Parody', 'Screwball Comedy', 'Slapstick', 'Comedy', 'Crime']"
The Hunt,"['Dark Comedy', 'Slasher Horror', 'Action', 'Horror', 'Thriller']"
Lucy,"['Artificial Intelligence', 'Cyberpunk', 'Action', 'Sci-Fi', 'Thriller']"
In a Violent Nature,"['Slasher Horror', 'Teen Horror', 'Drama', 'Horror', 'Thriller']"
Casino Royale,"['Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']"
Predestination,"['Time Travel', 'Action', 'Drama', 'Sci-Fi', 'Thriller']"
Easy A,"['Romantic Comedy', 'Satire', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Comedy', 'Drama', 'Romance']"
Sacramento,"['Buddy Comedy', 'Comedy']"
The Last Voyage of the Demeter,"['Dark Fantasy', 'Supernatural Horror', 'Vampire Horror', 'Fantasy', 'Horror', 'Thriller']"
My Cousin Vinny,"['Legal Drama', 'Comedy', 'Crime']"
Howl's Moving Castle,"['Adventure Epic', 'Anime', 'Hand-Drawn Animation', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Family', 'Fantasy']"
The Devil Wears Prada,"['Workplace Drama', 'Comedy', 'Drama']"
Bad Boys: Ride or Die,"['Action Epic', 'Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Spaceballs,"['Farce', 'Parody', 'Quest', 'Quirky Comedy', 'Slapstick', 'Space Sci-Fi', 'Adventure', 'Comedy', 'Sci-Fi']"
Emmanuelle,"['Steamy Romance', 'Drama', 'Romance']"
Solo: A Star Wars Story,"['Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']"
Venom,"['Kaiju', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
Beauty and the Beast,"['Dark Fantasy', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']"
Love Actually,"['Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Holiday', 'Romance']"
All Quiet on the Western Front,"['Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Drama', 'History', 'War']"
The Lighthouse,"['Period Drama', 'Psychological Horror', 'Suspense Mystery', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
E.T. the Extra-Terrestrial,"['Coming-of-Age', 'Space Sci-Fi', 'Adventure', 'Family', 'Sci-Fi']"
Alien: Covenant,"['Monster Horror', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Horror', 'Sci-Fi', 'Thriller']"
Zootopia,"['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']"
Gangs of New York,"['Costume Drama', 'Epic', 'Gangster', 'Period Drama', 'Crime', 'Drama']"
The Day the Earth Blew Up: A Looney Tunes Movie,"['Alien Invasion', 'Buddy Comedy', 'Hand-Drawn Animation', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']"
Sicario: Day of the Soldado,"['Drug Crime', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
A Few Good Men,"['Legal Drama', 'Legal Thriller', 'Drama', 'Thriller']"
M3GAN,"['Artificial Intelligence', 'Cyber Thriller', 'Dark Comedy', 'Slasher Horror', 'Horror', 'Sci-Fi', 'Thriller']"
Police Academy,"['Farce', 'Raunchy Comedy', 'Slapstick', 'Comedy']"
The Six Triple Eight,"['Period Drama', 'Drama', 'History', 'War']"
Nightcrawler,"['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']"
The Imitation Game,"['Period Drama', 'Psychological Drama', 'Tragedy', 'Biography', 'Drama', 'Thriller', 'War']"
The Lives of Others,"['Political Thriller', 'Psychological Drama', 'Spy', 'Drama', 'Mystery', 'Thriller']"
All of Us Strangers,"['Psychological Drama', 'Tragic Romance', 'Drama', 'Romance']"
The Last Duel,"['Action Epic', 'Costume Drama', 'Epic', 'Historical Epic', 'Drama', 'History', 'Thriller']"
Jack Reacher,"['Conspiracy Thriller', 'One-Person Army Action', 'Action', 'Thriller']"
The Killer,"['Psychological Thriller', 'Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
The Incredibles,"['Computer Animation', 'Superhero', 'Action', 'Adventure', 'Animation', 'Family']"
Borderline,"['Dark Comedy', 'Psychological Horror', 'Psychological Thriller', 'Comedy', 'Horror', 'Thriller']"
Les Misérables,"['Epic', 'Period Drama', 'Drama', 'Musical', 'Romance']"
Scott Pilgrim vs. the World,"['High-Concept Comedy', 'Romantic Comedy', 'Teen Comedy', 'Teen Fantasy', 'Teen Romance', 'Action', 'Comedy', 'Fantasy', 'Romance']"
Dune,"['Desert Adventure', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']"
My Old Ass,"['Coming-of-Age', 'Comedy', 'Drama', 'Romance']"
The Deer Hunter,"['Epic', 'War Epic', 'Drama', 'War']"
Fantastic Four,"['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Baywatch,"['Buddy Comedy', 'Action', 'Comedy', 'Crime']"
X-Men,"['Superhero', 'Action', 'Adventure', 'Sci-Fi']"
Die Hard,"['Disaster', 'One-Person Army Action', 'Action', 'Holiday', 'Thriller']"
Speed,"['Car Action', 'Urban Adventure', 'Action', 'Adventure', 'Thriller']"
Late Night with the Devil,"['Found Footage Horror', 'Supernatural Horror', 'Horror']"
The Last of the Mohicans,"['Action Epic', 'Epic', 'Period Drama', 'Romantic Epic', 'Tragedy', 'War Epic', 'Action', 'Adventure', 'Drama', 'Romance']"
Spotlight,"['Docudrama', 'Legal Drama', 'Period Drama', 'True Crime', 'Workplace Drama', 'Biography', 'Crime', 'Drama']"
Dead Mail,"['Crime', 'Drama', 'Horror', 'Thriller']"
The Boy and the Heron,"['Anime', 'Fantasy Epic', 'Hand-Drawn Animation', 'Isekai', 'Adventure', 'Animation', 'Drama', 'Fantasy']"
L.A. Confidential,"['Conspiracy Thriller', 'Cop Drama', 'Hard-boiled Detective', 'Period Drama', 'Police Procedural', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery']"
Shazam! Fury of the Gods,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Ant-Man and the Wasp,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Triangle of Sadness,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']"
West Side Story,"['Classic Musical', 'Tragic Romance', 'Crime', 'Drama', 'Musical', 'Romance']"
Bad Times at the El Royale,"['Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Argylle,"['Spy', 'Action', 'Comedy', 'Thriller']"
Training Day,"['Cop Drama', 'Drug Crime', 'Gangster', 'Police Procedural', 'Tragedy', 'Crime', 'Drama', 'Thriller']"
Summer of 69,"['Comedy', 'Drama']"
The Patriot,"['Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'War']"
MadS,"['Teen Horror', 'Zombie Horror', 'Horror', 'Thriller']"
Crazy Rich Asians,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']"
Hot Tub Time Machine,"['Time Travel', 'Comedy', 'Sci-Fi']"
3 Idiots,"['Buddy Comedy', 'Coming-of-Age', 'Quirky Comedy', 'Comedy', 'Drama']"
Logan,"['Dystopian Sci-Fi', 'Road Trip', 'Superhero', 'Action', 'Drama', 'Sci-Fi', 'Thriller']"
Coco,"['Computer Animation', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Music', 'Mystery']"
Emilia Pérez,"['Pop Musical', 'Crime', 'Drama', 'Musical', 'Thriller']"
Toy Story,"['Buddy Comedy', 'Computer Animation', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Survive,"['Sea Adventure', 'Survival', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
The King's Man,"['Spy', 'Action', 'Adventure', 'Thriller']"
For Your Eyes Only,"['Spy', 'Action', 'Adventure', 'Thriller']"
The Nice Guys,"['Buddy Cop', 'Bumbling Detective', 'Slapstick', 'Action', 'Comedy', 'Crime', 'Thriller']"
The Maze Runner,"['Suspense Mystery', 'Action', 'Mystery', 'Sci-Fi', 'Thriller']"
Caddo Lake,"['Time Travel', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Coherence,"['Suspense Mystery', 'Time Travel', 'Mystery', 'Sci-Fi', 'Thriller']"
The Lost World: Jurassic Park,"['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi']"
Spider-Man: Homecoming,"['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
Shooter,"['One-Person Army Action', 'Political Thriller', 'Psychological Thriller', 'Action', 'Drama', 'Thriller']"
Ghostbusters,"['High-Concept Comedy', 'Quirky Comedy', 'Supernatural Fantasy', 'Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
How to Make Millions Before Grandma Dies,"['Coming-of-Age', 'Dark Comedy', 'Comedy', 'Drama', 'Family']"
Bring It On,"['Teen Comedy', 'Comedy', 'Romance', 'Sport']"
Event Horizon,"['Psychological Horror', 'Space Sci-Fi', 'Supernatural Horror', 'Horror', 'Sci-Fi', 'Thriller']"
Transformers: The Last Knight,"['Alien Invasion', 'Action', 'Adventure', 'Sci-Fi']"
Frozen,"['Computer Animation', 'Fairy Tale', 'Mountain Adventure', 'Pop Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Good Boy,"['Horror', 'Thriller']"
The Lost Boys,"['Supernatural Horror', 'Teen Horror', 'Vampire Horror', 'Comedy', 'Horror']"
After,"['Steamy Romance', 'Teen Drama', 'Teen Romance', 'Drama', 'Romance']"
Van Helsing,"['Dark Fantasy', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Thriller']"
Puss in Boots: The Last Wish,"['Animal Adventure', 'Computer Animation', 'Fairy Tale', 'Quest', 'Swashbuckler', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
The Wedding Singer,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Music', 'Romance']"
The Magnificent Seven,"['Period Drama', 'Action', 'Adventure', 'Drama', 'Western']"
A Quiet Place: Day One,"['Alien Invasion', 'Monster Horror', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,"['Comedy', 'Drama']"
Taken,"['One-Person Army Action', 'Action', 'Crime', 'Thriller']"
Man of Steel,"['Alien Invasion', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
Wifelike,"['Artificial Intelligence', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
Beautiful Boy,"['Docudrama', 'Biography', 'Drama']"
IF,"['Computer Animation', 'High-Concept Comedy', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Sense and Sensibility,"['Costume Drama', 'Period Drama', 'Romantic Comedy', 'Drama', 'Romance']"
The Parent Trap,"['Feel-Good Romance', 'Adventure', 'Comedy', 'Drama', 'Family', 'Romance']"
Finding Nemo,"['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']"
Iron Man 2,"['Sci-Fi Epic', 'Superhero', 'Action', 'Sci-Fi']"
Cinderella,"['Fairy Tale', 'Feel-Good Romance', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']"
Kneecap,"['Dark Comedy', 'Docudrama', 'Comedy', 'Drama', 'Music']"
Little Miss Sunshine,"['Coming-of-Age', 'Dark Comedy', 'Road Trip', 'Comedy', 'Drama']"
Star Trek,"['Space Sci-Fi', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']"
Hook,"['Fairy Tale', 'Parody', 'Swashbuckler', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
2012,"['Disaster', 'Survival', 'Action', 'Adventure', 'Sci-Fi']"
Harry Potter and the Deathly Hallows: Part 1,"['Dark Fantasy', 'Supernatural Fantasy', 'Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
The Lord of the Rings: The War of the Rohirrim,"['Adventure Epic', 'Anime', 'Dark Fantasy', 'Fantasy Epic', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']"
Demolition,"['Dark Comedy', 'Psychological Drama', 'Comedy', 'Drama']"
Fantastic Mr. Fox,"['Animal Adventure', 'Caper', 'Quirky Comedy', 'Stop Motion Animation', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family']"
Top Secret!,"['Parody', 'Slapstick', 'Comedy', 'Crime', 'Music']"
Jerry Maguire,"['Feel-Good Romance', 'Football', 'Romantic Comedy', 'Workplace Drama', 'Comedy', 'Drama', 'Romance', 'Sport']"
Pirates of the Caribbean: Dead Men Tell No Tales,"['Sea Adventure', 'Supernatural Fantasy', 'Swashbuckler', 'Action', 'Adventure', 'Fantasy']"
The Elephant Man,"['Docudrama', 'Period Drama', 'Tragedy', 'Biography', 'Drama']"
The Crow,"['Dark Fantasy', 'Dark Romance', 'One-Person Army Action', 'Serial Killer', 'Splatter Horror', 'Superhero', 'Supernatural Fantasy', 'Supernatural Horror', 'Tragic Romance', 'Action']"
Pirates of the Caribbean: Dead Man's Chest,"['Adventure Epic', 'Sea Adventure', 'Swashbuckler', 'Action', 'Adventure', 'Fantasy']"
Red One,"['Holiday Comedy', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Holiday', 'Mystery']"
Ground Zero,"['Action', 'Drama', 'History']"
Batman,"['Action Epic', 'Superhero', 'Tragedy', 'Urban Adventure', 'Action', 'Adventure']"
Fantastic Four,"['Superhero', 'Action', 'Adventure', 'Sci-Fi']"
Predators,"['Jungle Adventure', 'Survival', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Ted,"['Buddy Comedy', 'High-Concept Comedy', 'Raunchy Comedy', 'Satire', 'Slapstick', 'Comedy']"
Caveat,"['Supernatural Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']"
Hamilton,"['Epic', 'Historical Epic', 'Biography', 'Drama', 'History', 'Musical']"
Oblivion,"['Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']"
"Lock, Stock and Two Smoking Barrels","['Dark Comedy', 'Farce', 'Gangster', 'Heist', 'Comedy', 'Crime']"
Weird Science,"['Raunchy Comedy', 'Teen Comedy', 'Comedy', 'Romance', 'Sci-Fi']"
Fantastic Beasts and Where to Find Them,"['Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Family', 'Fantasy']"
Pink Floyd: Live at Pompeii,"['Concert', 'Documentary', 'Music']"
In Time,"['Cyber Thriller', 'Cyberpunk', 'Dystopian Sci-Fi', 'Action', 'Sci-Fi', 'Thriller']"
Contagion,"['Disaster', 'Drama', 'Thriller']"
Raid,"['Dark Comedy', 'True Crime', 'Crime', 'Drama', 'Thriller']"
Inside Man,"['Heist', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Rain Man,"['Road Trip', 'Drama']"
Cast Away,"['Survival', 'Adventure', 'Drama', 'Romance']"
Lost in Translation,"['Coming-of-Age', 'Comedy', 'Drama']"
Red Sparrow,"['Psychological Thriller', 'Spy', 'Action', 'Drama', 'Thriller']"
Kingdom of the Planet of the Apes,"['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
WALL·E,"['Adventure Epic', 'Artificial Intelligence', 'Computer Animation', 'Dystopian Sci-Fi', 'Psychological Drama', 'Space Sci-Fi', 'Adventure', 'Animation', 'Family', 'Sci-Fi']"
Pale Rider,"['Drama', 'Western']"
Iron Man 3,"['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
The Old Guard 2,"['Superhero', 'Action', 'Adventure', 'Fantasy', 'Thriller']"
Saw,"['B-Horror', 'Splatter Horror', 'Horror', 'Mystery', 'Thriller']"
The Rocky Horror Picture Show,"['B-Horror', 'Dark Comedy', 'Parody', 'Raunchy Comedy', 'Rock Musical', 'Supernatural Horror', 'Comedy', 'Horror', 'Musical']"
The Rock,"['Conspiracy Thriller', 'Dark Comedy', 'Disaster', 'Political Drama', 'Political Thriller', 'Tragedy', 'Action', 'Adventure', 'Thriller']"
Death Proof,"['Car Action', 'Dark Comedy', 'Drama', 'Thriller']"
Mystic River,"['Psychological Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Opus,"['Psychological Drama', 'Psychological Thriller', 'Drama', 'Music', 'Thriller']"
Geostorm,"['Disaster', 'Action', 'Sci-Fi', 'Thriller']"
Dogma,"['Dark Comedy', 'Satire', 'Adventure', 'Comedy', 'Drama', 'Fantasy']"
Underwater,"['Disaster', 'Psychological Thriller', 'Sea Adventure', 'Action', 'Horror', 'Sci-Fi', 'Thriller']"
13 Hours: The Secret Soldiers of Benghazi,"['Docudrama', 'Action', 'Drama', 'History', 'Thriller', 'War']"
Margin Call,"['Workplace Drama', 'Drama', 'Thriller', 'Financial Drama']"
Zack Snyder's Justice League,"['Action Epic', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Gone with the Wind,"['Costume Drama', 'Epic', 'Period Drama', 'Romantic Epic', 'Tragic Romance', 'War Epic', 'Drama', 'Romance', 'War']"
Nightbitch,"['Body Horror', 'Dark Comedy', 'Comedy', 'Horror']"
It's What's Inside,"['Dark Comedy', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']"
The Abyss,"['Sea Adventure', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Tangled,"['Computer Animation', 'Fairy Tale', 'Feel-Good Romance', 'Pop Musical', 'Teen Adventure', 'Teen Comedy', 'Teen Fantasy', 'Teen Romance', 'Adventure', 'Animation']"
The 40-Year-Old Virgin,"['Feel-Good Romance', 'Raunchy Comedy', 'Romantic Comedy', 'Comedy', 'Romance']"
Wedding Crashers,"['Farce', 'Raunchy Comedy', 'Romantic Comedy', 'Comedy', 'Romance']"
Ben-Hur,"['Adventure Epic', 'Epic', 'Period Drama', 'Sword & Sandal', 'Adventure', 'Drama']"
Deadpool 2,"['Dark Comedy', 'Gun Fu', 'Raunchy Comedy', 'Superhero', 'Time Travel', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Napoleon,"['Action Epic', 'Costume Drama', 'Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'War Epic', 'Action', 'Adventure', 'Biography']"
A Quiet Place,"['Alien Invasion', 'Monster Horror', 'Drama', 'Horror', 'Sci-Fi']"
Hot Fuzz,"['Buddy Comedy', 'Parody', 'Action', 'Comedy', 'Mystery', 'Thriller']"
Willy Wonka & the Chocolate Factory,"['Classic Musical', 'Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Ant-Man and the Wasp: Quantumania,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']"
The Last Rodeo,['Drama']
12 Years a Slave,"['Costume Drama', 'Docudrama', 'Epic', 'Period Drama', 'Tragedy', 'Biography', 'Drama', 'History']"
Instant Family,"['Coming-of-Age', 'Comedy', 'Drama']"
Secretariat,"['Biography', 'Drama', 'Family', 'History', 'Sport']"
Rocky,"['Boxing', 'Drama', 'Sport']"
The Lion King,"['Adventure Epic', 'Animal Adventure', 'Coming-of-Age', 'Computer Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']"
Tusk,"['Body Horror', 'Dark Comedy', 'Monster Horror', 'Psychological Horror', 'Tragedy', 'Comedy', 'Horror']"
The Flash,"['Superhero', 'Supernatural Fantasy', 'Time Travel', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Black Mirror: Bandersnatch,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
"Girl, Interrupted","['Coming-of-Age', 'Docudrama', 'Medical Drama', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Biography', 'Drama']"
Coyote Ugly,"['Romantic Comedy', 'Comedy', 'Drama', 'Music', 'Romance']"
Holes,"['Desert Adventure', 'Satire', 'Teen Adventure', 'Teen Drama', 'Adventure', 'Comedy', 'Drama', 'Family', 'Mystery']"
Hannibal,"['Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Drama', 'Thriller']"
Thirteen,"['Coming-of-Age', 'Teen Drama', 'Drama']"
The Dark Tower,"['Dark Fantasy', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Western']"
The Descent,"['Monster Horror', 'Mountain Adventure', 'Psychological Thriller', 'Adventure', 'Horror', 'Thriller']"
Erin Brockovich,"['Docudrama', 'Legal Drama', 'Workplace Drama', 'Biography', 'Drama']"
Aladdin,"['Adventure Epic', 'Desert Adventure', 'Fairy Tale', 'Pop Musical', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
X-Men: First Class,"['Superhero', 'Action', 'Sci-Fi']"
Man on Fire,"['Tragedy', 'Action', 'Crime', 'Drama', 'Thriller']"
Last Night in Soho,"['Giallo', 'Psychological Horror', 'Supernatural Horror', 'Teen Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']"
The Fast and the Furious: Tokyo Drift,"['Car Action', 'Action', 'Crime', 'Thriller']"
Dirty Dancing,"['Coming-of-Age', 'Feel-Good Romance', 'Teen Romance', 'Drama', 'Music', 'Romance']"
La cocina,"['Dark Comedy', 'Psychological Drama', 'Drama', 'Romance', 'Thriller']"
"Monsters, Inc.","['Buddy Comedy', 'Computer Animation', 'Satire', 'Slapstick', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']"
Mr. & Mrs. Smith,"['High-Concept Comedy', 'Action', 'Comedy', 'Crime', 'Thriller']"
Blended,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Romance']"
Death on the Nile,"['Whodunnit', 'Crime', 'Drama', 'Mystery']"
Not Another Teen Movie,"['Parody', 'Raunchy Comedy', 'Teen Comedy', 'Comedy']"
Fly Me to the Moon,"['Romantic Comedy', 'Comedy', 'Romance']"
9 Songs,"['Coming-of-Age', 'Steamy Romance', 'Drama', 'Music', 'Romance']"
Peter Pan's Neverland Nightmare,"['B-Horror', 'Slasher Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']"
World War Z,"['Disaster', 'Globetrotting Adventure', 'Zombie Horror', 'Action', 'Adventure', 'Horror', 'Sci-Fi']"
The Watchers,"['Supernatural Horror', 'Suspense Mystery', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
Drive-Away Dolls,"['Buddy Comedy', 'Quirky Comedy', 'Road Trip', 'Action', 'Comedy', 'Thriller']"
Priscilla,"['Coming-of-Age', 'Dark Romance', 'Docudrama', 'Period Drama', 'Showbiz Drama', 'Teen Romance', 'Biography', 'Drama', 'Music', 'Romance']"
The Ritual,"['Folk Horror', 'Monster Horror', 'Horror', 'Mystery', 'Thriller']"
Shame,"['Psychological Drama', 'Drama']"
The King,"['Historical Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'History', 'Romance', 'War']"
Nocturnal Animals,"['Psychological Thriller', 'Tragedy', 'Drama', 'Thriller']"
The Prince of Egypt,"['Adventure Epic', 'Desert Adventure', 'Hand-Drawn Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']"
Purple Hearts,"['Feel-Good Romance', 'Drama', 'Music', 'Romance']"
Bring Them Down,"['Psychological Thriller', 'Drama', 'Thriller']"
Licorice Pizza,"['Coming-of-Age', 'Feel-Good Romance', 'Period Drama', 'Romantic Comedy', 'Showbiz Drama', 'Teen Comedy', 'Teen Drama', 'Teen Romance', 'Comedy', 'Drama']"
Murder on the Orient Express,"['Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']"
La Dolce Villa,"['Romantic Comedy', 'Comedy', 'Romance']"
Perfect Blue,"['Adult Animation', 'Anime', 'Cop Drama', 'Erotic Thriller', 'Hand-Drawn Animation', 'Hard-boiled Detective', 'Legal Drama', 'Legal Thriller', 'Police Procedural', 'Psychological Thriller']"
The Banshees of Inisherin,"['Dark Comedy', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Comedy', 'Drama']"
The Bourne Identity,"['One-Person Army Action', 'Political Thriller', 'Psychological Thriller', 'Spy', 'Suspense Mystery', 'Action', 'Mystery', 'Thriller']"
The Curious Case of Benjamin Button,"['Epic', 'Period Drama', 'Romantic Epic', 'Drama', 'Fantasy', 'Romance']"
The Perfect Storm,"['Disaster', 'Docudrama', 'Sea Adventure', 'Survival', 'Action', 'Adventure', 'Drama', 'Thriller']"
Tinker Tailor Soldier Spy,"['Spy', 'Drama', 'Mystery', 'Thriller']"
King Kong,"['Adventure Epic', 'Dark Romance', 'Dinosaur Adventure', 'Globetrotting Adventure', 'Jungle Adventure', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Urban Adventure', 'Action']"
"Husband, Father, Killer: The Alyssa Pladl Story",['Drama']
Godzilla x Kong: The New Empire,"['Action Epic', 'Dinosaur Adventure', 'Disaster', 'Globetrotting Adventure', 'Kaiju', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
